"","respID","sys_StartTime","sys_EndTime","Time Taken","sys_SumPageTimes","sys_StartTimeStamp","sys_EndTimeStamp","sys_DataSource","sys_RespStatus","sys_RespRemoved","sys_DispositionCode","completion_status","sys_UserJavaScript","sys_UserAgent","sys_OperatingSystem","sys_Browser","sys_ScreenWidth","sys_CAPIDeviceID","PROLIFICPID","PID","AC1_1","AC1_2","AC1_3","AC1_4","AC1","AC2","AC3","AC4","Fixed_Task_Response","Choice1","Choice2","Choice3","Choice4","Choice5","Choice6","Choice7","Choice8","Choice9","Choice10","Choice11","Choice12","Choice13","Choice14","Choice15","Source_Imp","Expense_Imp","Benefit_Imp","Effort_Imp","Carbon_imp","Envt_r1","Envt_r2","Envt_r3","envt","Trust","Alt1","Alt2","Alt3","Alt4","Alt5","Alt6","altruism","Self_interest1","Self_interest2","Self_interest3","self_interest","Tradition1","Tradition2","Tradition3","traditionalism","Change1","Change2","Change3","open_to_change","home","feasibilitysolar","feasibilitygreen","bill","Zip","income","education","politics","politics_3_other","age","gender","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","race_7_other","sys_CBCVersion_PilotDCE","sys_CBCDesignID_PilotDCE","sys_pagetime_1","sys_pagetime_2","sys_pagetime_3","sys_pagetime_4","sys_pagetime_5","sys_pagetime_6","sys_pagetime_7","sys_pagetime_8","sys_pagetime_9","sys_pagetime_10","sys_pagetime_11","sys_pagetime_12","sys_pagetime_13","sys_pagetime_14","sys_pagetime_15","sys_pagetime_16","sys_pagetime_17","sys_pagetime_18","sys_pagetime_19","sys_pagetime_20","sys_pagetime_21","sys_pagetime_22","sys_pagetime_23","sys_pagetime_24","sys_pagetime_25","sys_pagetime_26","sys_pagetime_27","sys_pagetime_28","sys_pagetime_29","sys_pagetime_30","sys_pagetime_31","sys_pagetime_32","sys_pagetime_33","sys_pagetime_34","sys_pagetime_35","sys_pagetime_36","sys_pagetime_37","sys_pagetime_38","sys_pagetime_39","sys_pagetime_40","sys_pagetime_41","sys_pagetime_42","sys_pagetime_43","sys_pagetime_44","att_score"
"163",181,"28 Feb 2022 - 17:59:29 CST","28 Feb 2022 - 18:09:45 CST",616,611,1646092769,1646093385,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.109",1436,NA,"6112746bd023f1b7da74a767","6112746bd023f1b7da74a767",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,"Slightly Important","Extremely Important","Very Important","Not at all important","Slightly Important","Agree","Agree","Strongly Agree",4.33333333333333,2,4,4,5,5,6,6,4.83333333333333,3,1,2,2.33333333333333,4,5,4,4.33333333333333,4,4,5,4.33333333333333,"Yes","Dont Know","Dont Know",160,43081,"50,000-74,999","Graduate or Professional degree","Democrat","","26-35","Female",1,0,0,0,0,0,0,0,"",181,"CBC1_1645635478_6",NA,9,10,60,42,16,38,24,37,25,6,6,10,13,7,10,10,10,6,10,18,7,11,17,11,11,9,6,10,7,12,11,10,7,6,16,15,40,20,4,3,4,4,3,4
"164",182,"28 Feb 2022 - 18:00:01 CST","28 Feb 2022 - 18:10:48 CST",647,641,1646092801,1646093448,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Linux; Android 9; LGL322DL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36","Android 9","Chrome 79.0.3945.116",360,NA,"5e02e86e67f170e232425286","5e02e86e67f170e232425286",0,0,0,1,"Incorrect","Correct","Correct","Correct","Correct",1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,"Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Strongly Agree","Strongly Agree","Strongly Agree",5,5,5,5,5,5,5,5,4.33333333333333,1,1,2,2.66666666666667,5,4,5,4,3,4,3,3.33333333333333,"Yes","Dont Know","Dont Know",120,NA,"Less than $25,000","Some College","Democrat","","56-65","Female",1,0,0,0,0,0,0,0,"",182,"CBC1_1645635478_6",NA,15,5,19,9,17,10,10,7,10,24,21,10,12,11,13,29,8,17,20,31,58,16,9,7,7,17,15,6,8,9,23,7,8,16,14,15,50,32,4,5,6,8,3,4
"165",183,"28 Feb 2022 - 18:00:02 CST","28 Feb 2022 - 18:09:42 CST",580,579,1646092802,1646093382,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0","Windows 10.0","Firefox 97.0",1920,NA,"5b5089f9c36d8d0001ee0f73","5b5089f9c36d8d0001ee0f73",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,3,1,2,2,2,2,3,1,1,2,1,1,2,"Somewhat Important","Very Important","Extremely Important","Somewhat Important","Slightly Important","Agree","Agree","Agree",4,2,3,3,5,2,3,3,3.33333333333333,4,2,2,2.33333333333333,3,5,3,4.66666666666667,6,5,4,5,"Yes","Yes","Dont Know",150,94563,"50,000-74,999","Associate's degree","Democrat","","36-45","Male",1,0,0,0,0,0,0,0,"",183,"CBC1_1645635478_6",NA,98,10,12,13,22,9,10,9,5,10,6,6,3,3,3,14,9,25,12,31,13,11,10,10,15,13,12,9,15,10,9,11,14,10,20,13,37,17,5,3,6,4,2,4
"166",184,"28 Feb 2022 - 18:00:06 CST","28 Feb 2022 - 18:08:46 CST",520,518,1646092806,1646093326,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0","Windows 10.0","Firefox 97.0",1920,NA,"5a4afdd835c9d50001fdd1c0","5a4afdd835c9d50001fdd1c0",0,0,1,1,"Correct","Correct","Incorrect","Correct","Correct",1,3,1,1,1,3,1,2,3,2,1,2,3,1,1,"Somewhat Important","Very Important","Somewhat Important","Somewhat Important","Slightly Important","Strongly Agree","Strongly Agree","Strongly Agree",5,3,5,4,6,5,3,5,4.66666666666667,5,2,5,3.66666666666667,4,5,4,4.66666666666667,5,4,2,3.66666666666667,"Yes","Yes","Yes",175,15403,"75,000-99,999","Bachelor's degree","Democrat","","26-35","Male",1,0,0,0,0,0,0,0,"",184,"CBC1_1645635478_6",NA,3,7,20,15,10,10,10,15,8,8,5,3,4,2,2,6,8,30,10,9,10,10,7,4,8,4,6,8,11,8,6,5,3,3,64,13,111,37,3,2,6,3,1,3
"167",185,"28 Feb 2022 - 18:00:19 CST","28 Feb 2022 - 18:17:48 CST",1049,1048,1646092819,1646093868,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0","Linux","Firefox 88.0",1920,NA,"5c2ef42ffe2f3d000130b47b","5c2ef42ffe2f3d000130b47b",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,"Somewhat Important","Extremely Important","Somewhat Important","Slightly Important","Extremely Important","Strongly Agree","Agree","Strongly Agree",4.66666666666667,1,5,5,5,5,5,5,5.16666666666667,6,1,1,1.33333333333333,2,4,3,3.66666666666667,4,3,3,3.33333333333333,"No","No","Yes",60,77551,"50,000-74,999","Bachelor's degree","Democrat","","56-65","Male",0,0,0,0,1,0,0,0,"",185,"CBC1_1645635478_6",NA,20,7,48,42,49,20,22,23,20,25,18,23,17,8,7,17,11,35,13,45,30,19,27,25,19,35,25,21,41,15,14,30,17,18,27,27,94,29,18,24,11,8,4,4
"168",186,"28 Feb 2022 - 18:00:32 CST","28 Feb 2022 - 18:22:04 CST",1292,1289,1646092832,1646094124,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1920,NA,"616a6204b989f71da0a1a889","616a6204b989f71da0a1a889",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,1,2,2,1,1,1,1,1,2,1,2,2,1,"Very Important","Very Important","Somewhat Important","Not at all important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,2,4,5,5,4,3,3,3.66666666666667,2,1,1,1.33333333333333,2,3,2,3,4,3,3,3.33333333333333,"Yes","Yes","Yes",160,95623,"75,000-99,999","Bachelor's degree","Prefer not to answer","","36-45","Female",1,0,0,0,0,0,0,0,"",186,"CBC1_1645635478_6",NA,187,7,232,8,23,9,8,7,4,106,15,9,7,6,12,6,5,256,5,16,24,9,58,8,11,10,32,10,9,21,9,6,9,18,15,12,44,31,6,3,10,4,2,4
"169",187,"28 Feb 2022 - 18:00:43 CST","28 Feb 2022 - 18:23:52 CST",1389,1386,1646092843,1646094232,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36","Mac OS X 10.13.6","Chrome 90.0.4430.212",1280,NA,"5e6b29151689b00e9a59c90b","5e6b29151689b00e9a59c90b",0,0,1,1,"Correct","Correct","Incorrect","Correct","Correct",2,1,3,2,1,2,1,2,1,2,1,2,1,2,2,"Extremely Important","Extremely Important","Extremely Important","Very Important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Yes","Yes","Yes",150,89166,"75,000-99,999","Graduate or Professional degree","Democrat","","36-45","Male",0,0,0,1,0,0,0,0,"",187,"CBC1_1645635478_6",NA,261,4,12,11,27,11,15,12,8,12,17,217,10,452,4,8,8,16,12,13,22,7,8,16,8,5,21,8,5,5,19,6,18,6,15,14,32,18,6,4,5,6,2,3
"170",188,"28 Feb 2022 - 18:01:15 CST","28 Feb 2022 - 18:09:13 CST",478,476,1646092875,1646093353,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1458,NA,"5f692cb4ed7a291143a9c66b","5f692cb4ed7a291143a9c66b",0,0,0,1,"Incorrect","Incorrect","Correct","Correct","Correct",2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,"Slightly Important","Very Important","Very Important","Very Important","Very Important","Agree","Agree","Agree",4,1,5,5,6,5,6,6,5,2,2,2,3,5,6,3,4.33333333333333,4,3,3,3.33333333333333,"Yes","Dont Know","Dont Know",100,80535,"75,000-99,999","Bachelor's degree","Democrat","","46-55","Female",1,0,0,0,0,0,0,0,"",188,"CBC1_1645635478_6",NA,7,5,15,13,32,5,6,7,8,7,4,4,6,4,10,8,8,27,35,13,12,15,15,7,13,9,7,13,8,10,8,10,16,8,13,10,38,19,4,3,6,6,2,3
"171",189,"28 Feb 2022 - 18:01:15 CST","28 Feb 2022 - 18:08:31 CST",436,432,1646092875,1646093311,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (X11; CrOS x86_64 14388.61.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.107 Safari/537.36","Chrome OS","Chrome 98.0.4758.107",1536,NA,"605d0687aa6cd6cdf1a634ee","605d0687aa6cd6cdf1a634ee",0,0,0,1,"Incorrect","Correct","Correct","Correct","Correct",3,2,3,1,2,3,3,3,3,1,3,3,3,3,3,"Slightly Important","Extremely Important","Very Important","Very Important","Slightly Important","Agree","Agree","Agree",4,1,4,4,5,3,4,3,4,5,1,2,2.33333333333333,4,5,2,3.66666666666667,4,5,5,4.66666666666667,"Yes","Yes","No",300,11366,"150,000-199,999","Bachelor's degree","Democrat","","26-35","Female",0,0,0,1,0,0,0,0,"",189,"CBC1_1645635478_6",NA,8,3,11,28,25,16,15,24,18,8,16,4,3,21,8,10,4,19,12,20,9,4,8,6,4,6,3,5,4,7,6,3,4,5,12,10,29,17,4,3,4,4,2,4
"172",190,"28 Feb 2022 - 18:01:18 CST","28 Feb 2022 - 18:13:39 CST",741,732,1646092878,1646093619,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36","Windows 10.0","Chrome 97.0.4692.71",1280,NA,"5ec792e705a9071db9323de5","5ec792e705a9071db9323de5",0,0,1,1,"Correct","Incorrect","Correct","Incorrect","Correct",2,2,2,1,2,2,1,2,2,1,1,2,3,2,1,"Somewhat Important","Somewhat Important","Very Important","Slightly Important","Slightly Important","Agree","Agree","Disagree",3.33333333333333,3,2,2,4,4,5,4,3.66666666666667,3,1,2,2,3,4,2,3,3,2,2,2.33333333333333,"No","Yes","Yes",250,94116,"50,000-74,999","Associate's degree","Other","independent","26-35","Female",0,0,0,1,0,0,0,0,"",190,"CBC1_1645635478_6",NA,5,4,39,16,7,28,28,24,31,35,10,6,5,5,2,13,16,24,9,27,7,10,15,6,8,17,5,10,13,27,11,12,9,30,19,48,77,39,8,4,16,5,2,2
"173",191,"28 Feb 2022 - 18:01:26 CST","28 Feb 2022 - 18:09:35 CST",489,486,1646092886,1646093375,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1366,NA,"5e5c6b9c8ce757449e4a6dc1","5e5c6b9c8ce757449e4a6dc1",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,1,2,2,1,1,3,2,1,2,3,1,1,1,2,"Slightly Important","Extremely Important","Very Important","Slightly Important","Somewhat Important","Agree","Agree","Strongly Agree",4.33333333333333,1,2,2,5,1,4,5,3,1,1,2,2.33333333333333,4,6,5,4.33333333333333,2,3,1,2,"Yes","Dont Know","Dont Know",130,55449,"100,000-149,999","Graduate or Professional degree","Republican","","36-45","Female",1,0,0,0,0,0,0,0,"",191,"CBC1_1645635478_6",NA,11,5,24,17,28,15,14,18,14,7,7,7,7,4,4,9,4,14,13,11,12,13,13,9,10,20,10,10,8,10,7,6,6,24,11,12,37,15,3,3,5,7,2,4
"174",192,"28 Feb 2022 - 18:01:34 CST","28 Feb 2022 - 18:07:14 CST",340,337,1646092894,1646093234,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1212,NA,"5dea9f92c3aca11bffec8b7e","5dea9f92c3aca11bffec8b7e",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,3,1,1,2,2,2,2,2,3,1,2,2,1,"Somewhat Important","Very Important","Extremely Important","Somewhat Important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,4,5,5,5,5,5,5,4.5,2,2,2,3,5,5,5,5,5,4,4,4.33333333333333,"Yes","Yes","Dont Know",180,65559,"50,000-74,999","Bachelor's degree","Democrat","","26-35","Male",1,0,0,0,0,0,0,0,"",192,"CBC1_1645635478_6",NA,3,5,10,9,9,7,5,9,4,9,5,11,7,4,2,6,6,16,9,13,11,14,9,10,10,7,6,5,6,7,5,5,5,5,11,10,24,19,5,3,4,5,2,4
"175",193,"28 Feb 2022 - 18:01:37 CST","28 Feb 2022 - 18:15:13 CST",816,816,1646092897,1646093713,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.102",1725,NA,"5fff3a91a72ac8000924258f","5fff3a91a72ac8000924258f",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,1,1,3,2,2,1,1,2,1,2,1,2,2,"Slightly Important","Very Important","Somewhat Important","Very Important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,2,4,3,4,3,5,5,4,4,2,5,3.66666666666667,4,5,4,4.66666666666667,5,5,4,4.66666666666667,"No","Yes","Dont Know",100,15650,"More than 200,000","Some College","Democrat","","26-35","Male",1,0,0,0,0,0,0,0,"",193,"CBC1_1645635478_6",NA,6,6,31,232,17,9,14,7,5,9,5,13,6,4,4,8,5,11,6,11,16,9,9,12,8,9,8,12,28,45,61,40,19,7,15,11,51,30,4,3,4,4,2,4
"176",194,"28 Feb 2022 - 18:01:39 CST","28 Feb 2022 - 18:15:11 CST",812,809,1646092899,1646093711,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36","Mac OS X 10.15.7","Chrome 96.0.4664.110",1900,NA,"61509a8267c6b31876527ee3","61509a8267c6b31876527ee3",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,"Somewhat Important","Very Important","Very Important","Not at all important","Extremely Important","Strongly Agree","Agree","Strongly Agree",4.66666666666667,1,5,5,5,3,5,5,4.5,4,1,1,1,1,4,2,3.66666666666667,5,5,4,4.66666666666667,"Yes","Yes","Yes",70,97124,"More than 200,000","Bachelor's degree","Democrat","","46-55","Male",1,0,0,0,0,0,0,0,"",194,"CBC1_1645635478_6",NA,12,6,33,10,29,15,12,14,35,13,15,8,12,8,7,9,12,52,5,59,18,20,19,17,14,21,12,16,22,17,23,17,12,9,25,30,79,43,6,4,9,7,3,4
"177",195,"28 Feb 2022 - 18:01:44 CST","28 Feb 2022 - 18:14:20 CST",756,750,1646092904,1646093660,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",2560,NA,"5b667e3fdc84c6000173edc2","5b667e3fdc84c6000173edc2",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,3,2,2,1,3,3,2,2,2,3,2,2,3,2,"Somewhat Important","Extremely Important","Very Important","Somewhat Important","Very Important","Strongly Agree","Strongly Agree","Strongly Agree",5,1,3,3,3,3,3,3,3.16666666666667,4,2,2,2,2,3,2,2.66666666666667,3,2,3,2.66666666666667,"No","No","No",120,20002,"25,000-49,999","Some College","Democrat","","26-35","Male",1,0,0,0,0,0,0,0,"",195,"CBC1_1645635478_6",NA,17,78,14,9,46,10,18,27,16,110,7,8,6,6,4,7,27,25,6,29,49,12,9,12,14,10,7,11,6,7,6,7,7,8,15,12,36,35,2,3,6,4,2,4
"178",196,"28 Feb 2022 - 18:02:07 CST","28 Feb 2022 - 18:10:54 CST",527,525,1646092927,1646093454,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.45 Safari/537.36","Windows 10.0","Chrome 99.0.4844.45",1920,NA,"5c2f7a01c5b00a0001f3e52f","5c2f7a01c5b00a0001f3e52f",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,"Somewhat Important","Extremely Important","Somewhat Important","Slightly Important","Somewhat Important","Neutral","Agree","Agree",3.66666666666667,3,3,3,5,1,5,5,4.16666666666667,6,6,1,4,5,5,5,5,5,2,2,3,"No","No","Dont Know",150,77060,"25,000-49,999","Prefer not to answer","Prefer not to answer","","26-35","Female",1,0,0,0,0,0,0,0,"",196,"CBC1_1645635478_6",NA,3,6,98,31,16,13,38,15,10,10,4,6,6,5,4,5,9,6,8,12,10,12,7,10,9,12,7,5,6,5,6,5,12,5,12,12,34,33,4,2,5,5,2,4
"179",197,"28 Feb 2022 - 18:02:07 CST","28 Feb 2022 - 18:09:24 CST",437,433,1646092927,1646093364,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.109",1770,NA,"5ace650a436f550001004f87","5ace650a436f550001004f87",0,0,1,1,"Correct","Correct","Correct","Incorrect","Correct",1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,"Somewhat Important","Extremely Important","Somewhat Important","Somewhat Important","Somewhat Important","Agree","Agree","Agree",4,2,5,5,5,5,5,5,5,5,1,1,2.33333333333333,5,5,5,5,5,5,5,5,"No","No","No",100,92691,"150,000-199,999","Some College","Democrat","","26-35","Female",0,0,0,1,0,0,0,0,"",197,"CBC1_1645635478_6",NA,4,8,13,14,18,13,5,15,5,14,7,8,10,11,3,9,9,25,6,10,8,14,6,5,6,4,17,4,7,4,4,3,6,3,14,36,42,22,5,4,5,5,2,3
"180",198,"28 Feb 2022 - 18:02:23 CST","28 Feb 2022 - 18:09:12 CST",409,407,1646092943,1646093352,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Mac OS X 10.13.6","Chrome 98.0.4758.102",1920,NA,"5f527d381b73b45422c50abf","5f527d381b73b45422c50abf",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,1,2,1,1,1,1,3,2,1,3,2,1,2,3,"Very Important","Extremely Important","Somewhat Important","Somewhat Important","Very Important","Agree","Agree","Agree",4,3,4,4,5,4,5,4,4,2,1,1,1.66666666666667,3,4,5,4.66666666666667,5,3,3,3.66666666666667,"No","Dont Know","Yes",80,17452,"Prefer not to answer","Bachelor's degree","Prefer not to answer","","26-35","Female",1,0,0,0,0,0,0,0,"",198,"CBC1_1645635478_6",NA,4,8,8,7,12,5,4,11,5,5,12,8,5,2,3,6,5,10,4,26,11,11,8,8,7,7,26,5,6,5,7,7,5,4,10,9,31,69,4,6,6,3,2,4
"181",199,"28 Feb 2022 - 18:02:37 CST","28 Feb 2022 - 18:12:39 CST",602,599,1646092957,1646093559,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36","Mac OS X 10.13.6","Chrome 97.0.4692.71",1440,NA,"6112d415c3e2c5db33d217f0","6112d415c3e2c5db33d217f0",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Not at all important","Not at all important","Not at all important","Not at all important","Not at all important","Strongly Agree","Agree","Strongly Agree",4.66666666666667,2,5,5,5,5,5,5,4.66666666666667,3,2,2,2,2,5,2,4,5,5,5,5,"No","Yes","Yes",300,19129,"100,000-149,999","Bachelor's degree","Other","leftist","18-25","Non-Conforming",1,0,0,0,0,0,0,0,"",199,"CBC1_1645635478_6",NA,10,8,19,45,41,20,15,23,23,16,10,18,17,9,8,34,19,39,13,10,5,4,2,3,3,4,3,4,3,4,3,3,4,3,9,35,56,25,8,4,10,5,2,4
"182",200,"28 Feb 2022 - 18:02:47 CST","28 Feb 2022 - 18:16:02 CST",795,790,1646092967,1646093762,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36","Windows 10.0","Chrome 98.0.4758.102",1875,NA,"574cca765e5491000f3c89e0","574cca765e5491000f3c89e0",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,"Very Important","Very Important","Somewhat Important","Slightly Important","Somewhat Important","Agree","Agree","Agree",4,4,4,4,5,4,5,5,4.16666666666667,2,6,6,5.33333333333333,4,5,4,4,3,3,3,3,"No","Dont Know","Dont Know",50,92807,"100,000-149,999","Associate's degree","Democrat","","56-65","Male",1,0,0,0,0,0,0,0,"",200,"CBC1_1645635478_6",NA,32,6,22,20,28,20,16,15,11,16,17,19,19,10,5,11,31,21,7,39,31,17,16,14,15,16,14,13,19,10,16,14,12,15,17,25,98,34,7,9,6,5,2,4
"183",201,"28 Feb 2022 - 18:02:48 CST","28 Feb 2022 - 18:13:41 CST",653,648,1646092968,1646093621,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15","Mac OS X 10.15.7","Safari 15.3",1028,NA,"601f3a8163401445bdf41c1b","601f3a8163401445bdf41c1b",0,0,1,1,"Correct","Correct","Correct","Incorrect","Correct",3,1,1,1,1,2,1,2,2,1,2,1,2,2,2,"Somewhat Important","Somewhat Important","Very Important","Somewhat Important","Very Important","Agree","Strongly Agree","Strongly Agree",4.66666666666667,1,5,5,5,5,5,5,4.66666666666667,3,3,4,4,5,5,5,5,5,5,5,5,NA,"Yes","No",250,33030,"Less than $25,000","High School/GED","Other","none","26-35","Female",1,1,0,0,0,0,0,0,"",201,"CBC1_1645635478_6",NA,16,11,22,19,30,33,10,14,6,17,25,6,7,3,6,15,12,77,15,27,9,9,14,10,9,7,7,6,6,6,7,5,7,7,18,23,38,36,32,3,9,7,2,3
"184",202,"28 Feb 2022 - 18:02:50 CST","28 Feb 2022 - 18:12:45 CST",595,589,1646092970,1646093565,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.109",1280,NA,"5a6e5b8a0384310001948ab4","5a6e5b8a0384310001948ab4",0,0,1,1,"Correct","Correct","Correct","Correct","Correct",1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,"Somewhat Important","Somewhat Important","Slightly Important","Slightly Important","Slightly Important","Agree","Agree","Agree",4,2,4,4,3,4,4,3,3.16666666666667,1,1,2,1.66666666666667,2,3,5,3.66666666666667,3,3,3,3,"No","Dont Know","Dont Know",300,37040,"Less than $25,000","Some College","Other","Libertarian Party","26-35","Female",1,0,0,0,0,0,0,0,"",202,"CBC1_1645635478_6",NA,3,5,34,15,16,12,13,9,6,22,8,15,10,8,44,7,7,13,4,17,27,7,5,7,32,5,7,14,5,5,5,6,5,4,12,15,100,27,5,5,15,6,2,4
"185",203,"28 Feb 2022 - 18:02:52 CST","28 Feb 2022 - 18:12:41 CST",589,583,1646092972,1646093561,1,5,0,NA,"Redirect",1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36","Mac OS X 10.15.7","Chrome 98.0.4758.109",1440,NA,"60fcf79b3beb6f5b749a64b9","60fcf79b3beb6f5b749a64b9",0,0,1,1,"Correct","Correct","Correct","Incorrect","Correct",1,1,3,2,2,2,2,1,1,2,3,2,2,1,2,"Slightly Important","Somewhat Important","Very Important","Slightly Important","Somewhat Important","Agree","Strongly Agree","Strongly Agree",4.66666666666667,3,3,4,5,3,5,4,3.83333333333333,2,1,1,1,1,4,2,3.33333333333333,4,3,3,3.33333333333333,"No","No","No",0,28403,"Less than $25,000","Some College","Democrat","","18-25","Female",1,0,0,0,0,0,0,0,"",203,"CBC1_1645635478_6",NA,35,12,13,21,26,12,12,8,5,13,14,14,13,11,4,6,10,17,8,21,12,23,17,7,7,10,9,11,14,12,7,6,9,23,14,17,70,19,5,5,5,4,2,3
